,video_id,similarity_score,user_type
0,dbc0635233a703ea6c9cf0f4c9827fea,0.5959789799913734,Cold Start
1,340eba53f492ab9dc19a468e2f92e5f6,0.5721351000940087,Cold Start
2,1165b1a9d9ac57217e5a7f1ebde681f8,0.56513885532416,Cold Start
3,c2b2a84b9b86964bac99f078c317ca76,0.5403375647027719,Cold Start
4,7feb10188f1af7cc3ee8ddb8f461aa61,0.5327295333161589,Cold Start
5,721a3cabcb3df1f090301cfbe9270b54,0.5221454606381517,Cold Start
6,52d18c629dd212b530bc82f4fed0b35c,0.5188366808882228,Cold Start
7,f9c3bdf7e334023e10fef0abca6c4d5d,0.5178623450538148,Cold Start
8,2ee688ab460c3293eb7e802a71862739,0.5127496741256343,Cold Start
9,ea57d8ba5c4b513749c239ac3869fd14,0.5046506130134798,Cold Start
10,c315e9f13fdf652bd887af64c4ff7dcd,0.49878091462722474,Cold Start
11,7f1521a7756767567f47916197fc9a9f,0.4969941538951326,Cold Start
12,c345720fb549728b8988256585e02077,0.4961667337136171,Cold Start
13,113a021d1d908fa091eec348ef9e4398,0.4957829731645915,Cold Start
14,bf966eec61dc7fbd2a1cb3e1ddc6f528,0.4951587443375504,Cold Start
15,3ffa9c0cda482c4defe560e5e38719da,0.4950373480121862,Cold Start
16,aa69b9086e7333fd6a4d5b8056f643a0,0.4926710953375931,Cold Start
17,4f550e6b84e62adac58a9c5c744f250d,0.488535916435003,Cold Start
18,ce805a8836336a92462da114cbc060cc,0.48741651673947556,Cold Start
19,4bd18459fccdefa3da21d46d45314582,0.48457618989859663,Cold Start
